Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
554,1895,17252,65535,65535,17925,1418,1326
1131,2186,4745,15936,30922,31434,15910,5052
56970,58046,21628,3444,807,717,397,1077
759,1171,479,578,1214,5255,19562,38696
805,1518,260,779,1579,9562,42707,42761
732,710,1074,532,855,10076,43471,43425
683,1806,5027,17232,34124,34921,17763,5566
1181,1342,806,592,1507,4659,18795,36714
10379,37496,36457,9969,1624,1104,1147,674
951,1587,730,650,582,2000,674,1178
566,1215,530,333,209,1327,899,839
53595,53751,19582,2958,1504,1573,898,1214
12621,45905,45802,12548,1626,1787,9,1157
868,1376,594,388,1030,4698,15077,29104
557,1398,11388,43483,43760,12360,1273,595
946,1401,4897,16563,33158,33609,17814,5134
771,1266,1012,4034,20870,52761,51132,21808
13572,48888,48511,16835,21566,50069,48377,20883
1254,1179,681,524,1256,1669,538,1168
59673,59945,21853,3582,1231,1076,860,1011
1297,9641,35219,34816,9415,1853,629,1198
1414,7507,24789,24767,7231,2168,524,1209
858,1905,15221,56066,56282,15672,1725,753
868,1666,11307,42592,43761,11982,1065,996
1700,11136,38835,38138,10595,1800,763,693
948,2226,12020,45378,45697,12819,1337,1044
675,1286,669,3073,16920,40855,39658,16733
53338,61366,52064,35392,9327,2110,589,1060
549,1542,3897,12753,24791,24870,12608,4327
1134,1253,5201,18505,36414,36206,18433,5585
753,1355,820,4447,25129,62595,61413,25457
528,1748,4861,16822,33580,33716,16990,5551
37291,38841,14318,2521,1013,1351,269,993
615,794,611,537,996,5164,22497,45295
15843,58332,57946,15857,2108,1321,1075,1224
1213,1968,12846,49726,50046,13724,1566,520
866,1222,1129,3792,20574,49133,48808,19877
857,1158,1331,5220,29093,65535,65535,28652
14725,54213,53541,14350,2279,1266,806,1708
16369,58785,57244,15955,2033,1272,456,805
1496,8483,28062,28188,7911,1851,355,906
850,908,395,76,691,1857,749,1173
197,1116,429,741,1552,7429,29649,29740
813,1734,4413,15725,31094,31285,15942,5008
480,1543,934,3310,19719,47114,45973,19387
587,1167,1028,4589,27493,65535,65535,27821
874,1355,494,527,986,12020,44641,44159
1366,11121,40358,43394,26724,40441,39224,16675
497,1380,698,188,1192,904,713,733
14967,54246,53815,14873,1744,1002,594,1118
1143,1846,4651,16199,31441,31192,16133,5567
1155,766,504,3882,20273,49920,48901,20256
722,1622,571,411,1014,3597,14537,28300
702,1160,312,533,775,5474,19411,38706
877,1247,283,724,1196,7751,29857,30276
39173,39834,14273,2531,991,1635,697,654
1200,864,1144,5236,29515,65535,65535,29864
12659,46212,45988,12958,1373,1705,753,1298
889,1285,812,506,1285,7817,29522,29279
932,1846,4730,17564,33956,34781,17855,5156
597,1245,984,4936,27932,65535,65535,27733
531,1605,811,4826,28317,65535,65535,65535
644,879,220,585,1164,4298,16560,32374
61055,62217,22360,3506,878,1184,544,847
40617,41542,15500,2803,950,1567,425,693
528,823,159,323,1139,1218,950,1103
36923,37024,13658,2186,1539,7742,31316,31851
739,1826,1020,4830,26371,65370,63721,27269
735,1474,744,425,993,4817,19590,38298
41635,41618,15573,2348,407,1282,932,1154
37442,37547,14117,2272,1097,1444,355,1054
700,1374,716,218,1696,10588,41448,41873
1222,2167,15444,59171,59055,15712,1543,815
1315,8931,31777,31388,8965,2572,558,743
975,934,552,568,871,1428,795,1176
1360,1029,816,443,1266,5561,20659,41104
1397,8230,28796,28816,8275,2231,796,913
938,764,702,724,1264,10331,41658,41569
13775,50017,49302,13671,1638,1356,418,1171
751,1291,839,3106,17870,44149,43893,18906
1136,1612,3534,11537,22736,23262,12278,3820
35416,35383,13293,2126,1164,8646,37096,37527
782,1690,11036,42264,43010,12177,1632,360
1289,2005,11290,42298,41930,12424,1350,912
602,1314,603,639,1538,9363,40902,40954
12056,46322,45532,12502,1679,999,1056,987
50532,50976,18674,2660,610,1985,913,913
856,1642,1083,266,1516,7150,30533,30848
764,1368,4153,14925,30072,30631,14974,5484
1102,1100,756,819,359,3912,16411,32024
15405,56449,55809,15229,2216,1443,568,1246
10743,37858,37556,10482,1580,1225,408,1312
1003,1138,810,852,1174,4125,16442,33045
1058,1396,413,574,1044,4526,19273,37267
42396,43042,16166,2711,1192,1360,643,444
811,1481,562,481,1057,1705,611,913
711,752,230,696,951,9962,39475,40300
839,2065,11029,43354,43550,11856,1578,1242
765,1841,17122,65535,65535,18060,1724,1810
867,1515,4746,16732,32731,33292,16687,5047
1004,2504,4541,17285,33647,33816,17319,5664
1515,9400,33686,34090,9181,5607,19795,39163
834,1270,741,5229,27959,65535,65535,27819
1421,1803,642,200,1240,3897,14524,28623
1283,7975,26125,26011,7334,1190,615,553
40699,40923,15158,2687,1144,739,671,1325
647,1186,772,746,1024,4472,14588,28143
714,1849,5393,19404,38041,38570,19960,5893
964,582,880,3794,21645,52382,51280,21570
783,1814,12594,48366,47770,13558,1420,1430
37453,37408,14036,1986,1445,1538,946,568
959,9031,32497,32939,8378,1843,1065,1512
522,1298,920,599,1857,10281,41771,41360
585,1114,710,449,1169,4716,19725,39228
999,866,870,720,1296,1416,627,837
614,1951,532,505,830,1595,749,1004
52087,51653,19133,2782,883,1722,328,1010
52459,53514,19634,3180,1336,1768,785,790
56562,56570,20972,3294,964,1139,94,1107
1223,7728,27161,27236,7566,1383,937,918
41964,42606,15860,2815,1381,1519,372,1668
1238,1626,4494,15871,31230,34522,35781,44514
817,832,1194,4041,21874,53675,52386,22505
972,954,500,367,964,1041,851,669
876,2584,16645,61520,62274,17102,1764,1324
889,879,647,3193,16962,41292,39523,17207
1025,1196,479,795,1055,10847,44106,44250
696,1847,17059,65535,65535,17890,1649,889
848,1180,698,403,1196,3839,14101,27581
37542,38745,14394,2597,947,1044,874,1054
786,733,665,406,1014,1224,845,1355
759,1036,543,5039,26732,65535,65535,27239
885,1039,787,472,2038,12235,54053,65535
448,1071,590,514,885,1784,885,1246
638,940,493,472,1670,5704,22454,43434
779,1402,721,3954,21384,51192,50918,22068
1483,9481,31455,31556,8778,2066,1016,730
1145,1495,948,4498,27000,65252,64989,26686
822,853,1163,4952,27131,65535,65010,27395
732,1946,10453,39195,39726,11426,1332,831
994,1176,790,262,369,4831,16173,32323
1554,8265,27977,28456,7294,1782,831,1116
10641,37989,40685,26957,34058,33903,17249,4750
1636,12102,41152,41514,11193,1955,428,1567
792,1629,556,540,1158,10232,43514,43938
10111,35797,34871,10182,1966,1462,978,569
565,1495,759,696,1073,4022,14902,30585
860,1210,406,568,968,1472,701,1079
740,2370,14319,54466,54781,15968,1738,911
947,1952,12411,47352,47477,13727,1615,1176
916,1990,5492,18836,37461,37477,19523,5688
868,1154,663,639,1514,7807,32813,32889
404,1629,6024,20743,40468,41396,20877,6146
624,798,71,580,1561,8110,32908,32814
784,1184,444,4230,24323,59488,58561,24633
844,1444,1227,4649,24920,60705,59696,25161
1315,1385,933,751,1358,4132,15566,31717
949,819,230,559,1140,10783,44642,44689
657,2107,14467,53589,53560,14631,1510,1048
929,961,715,4167,23858,57407,56020,23983
925,2118,14596,54471,54950,14917,1801,398
1644,10706,37696,37563,10573,1992,790,1650
765,1072,661,4121,23152,56665,55695,23752
757,1330,5592,19872,38440,38069,19859,6117
1256,7971,27723,27408,7509,2256,588,836
980,1687,290,787,1300,5078,18658,36036
1047,1454,426,275,1719,4299,17795,35244
476,1050,431,920,587,5583,18907,38306
900,1144,1040,330,1103,5236,22970,44393
12277,44656,44276,12134,1674,1509,576,1217
815,1390,3605,11426,22830,22364,11343,3934
728,1373,471,527,854,3526,14842,29756
1274,1836,5574,20770,40738,41597,20582,5666
601,2495,17264,65535,65535,17967,2137,880
763,1313,562,580,1248,4597,22875,44684
815,2047,12513,46532,46723,12852,1815,648
824,1125,602,347,1172,1119,972,1126
755,992,719,3484,19858,47698,46907,19424
965,1148,820,5206,29509,65535,65535,28629
1078,1157,516,384,762,1171,693,1276
545,2549,15712,61034,61441,16732,2052,992
911,2051,14474,53496,54228,14594,1612,1325
16056,56234,57045,15371,2087,1547,415,1035
15979,56690,55972,15667,1527,1407,601,1152
520,1238,1237,5118,29272,65535,65535,29042
52564,52402,19323,2813,1260,1484,767,1039
1170,916,489,477,1368,9932,39284,39165
924,1773,5120,18378,35415,35290,18562,4863
973,895,993,5067,28750,65535,65535,28993
774,1814,9824,36812,36949,10153,1536,1048
499,1186,511,504,987,1417,975,717
1298,1239,967,477,1197,8083,30379,31750
832,7519,24110,24134,7144,2230,752,906
1402,1672,5504,19029,37617,37630,18766,5786
567,1000,214,693,838,3926,16591,31923
688,2510,15131,59654,59813,16424,1553,682
1246,1241,469,213,1107,8025,28725,29211
842,1353,581,291,1629,5910,22391,44296
948,1037,596,387,1362,5262,21512,43220
59022,59179,21653,2957,1039,1383,673,523
13832,49287,48766,13305,2363,8737,33362,33702
9622,34822,33708,9518,1852,967,1105,515
855,1739,691,389,1271,4081,15823,31432
15317,55633,55434,15283,1871,724,482,1094
592,1245,951,3908,21784,52791,51392,20858
676,1799,5233,17878,35916,38530,33915,38169
883,2195,3813,13852,27071,27699,13710,4777
1016,1329,357,249,1216,3865,16320,31349
543,869,1090,4435,24819,60554,60247,25472
884,996,1076,3999,22524,55661,54903,22597
758,500,532,412,767,4635,16483,32856
42761,41994,15992,2796,961,1588,774,1273
1297,8218,29796,29240,8040,2095,410,1000
1099,805,422,706,1176,1371,706,851
1074,1310,1304,3181,18690,47664,59656,48623
1068,1249,529,432,1262,4605,19313,37638
38027,38721,14155,2316,813,1435,641,1624
935,1060,4405,15715,31350,33133,16683,5226
776,2581,15808,58861,59684,16980,1662,778
685,1721,671,4927,26675,65535,64798,26917
54076,54997,20203,3062,1061,1798,265,639
569,772,750,506,1547,8260,30423,30779
895,1856,790,3773,21800,52752,52116,21907
660,1394,646,517,1378,4861,18121,34434
1394,9675,35212,34951,9497,1888,795,1066
10107,36340,35335,10016,1779,1154,595,339
713,933,640,567,1295,3634,15120,29516
707,1971,13449,51578,53183,14111,1817,944
669,1124,912,60,1643,5409,19085,36401
753,1275,484,292,785,4984,20771,40679
698,488,469,297,1038,4512,18288,36620
959,1539,11326,41516,41485,11303,1440,710
948,1519,927,3312,16172,40038,39007,16658
15227,54203,53599,14426,2223,8974,33494,34002
806,1079,694,345,1249,9559,38047,37986
1214,2058,13887,52274,52638,14754,1390,945
537,1593,754,421,1132,3978,13016,24998
10632,38859,37977,10344,1148,1910,603,618
996,965,3574,11897,22709,23410,11887,3513
1239,1451,1133,4573,25490,65521,65535,65535
583,1338,859,644,1158,1186,835,545
999,1939,293,706,642,1393,801,684
795,1038,347,558,784,3726,13034,25793
1537,9832,32915,32986,8843,2079,302,1027
1357,6889,24002,24102,7139,1444,320,1170
1102,1413,193,429,1284,8195,27583,28648
14256,50503,50807,13892,1744,1604,754,1227
1295,1046,750,409,940,870,258,271
715,1572,488,304,642,990,867,885
951,2027,14757,55331,56187,15577,1817,385
877,1442,999,4796,27255,65535,65535,28274
760,1277,550,233,455,1146,673,747
687,1975,10818,40212,40854,11024,1362,1055
14832,53967,53823,14814,2233,1033,537,1100
483,1921,750,436,989,4678,17662,34684
975,1599,587,698,593,932,708,1296
823,1419,320,406,1592,5113,20128,40270
988,1123,845,4069,23236,56004,55298,23318
868,1191,5169,18515,36179,37066,18834,5798
12852,47324,45989,12782,1488,1213,806,984
40953,41678,15456,2518,439,1916,1184,1488
747,1301,621,5427,29780,65535,65535,65535
9776,34330,33246,9798,1049,2289,949,635
679,2145,13557,51212,64162,35896,13635,4060
1254,1927,4486,15651,30502,31277,15883,4506
498,2056,14998,56954,57151,15637,1824,1481
670,1119,902,503,978,1402,948,732
814,1425,876,4367,23492,55857,55567,22649
1077,1699,857,780,1044,9359,39330,40023
984,1373,267,820,975,9633,41283,41835
1429,10396,37081,36737,10750,5615,19385,38303
1154,1626,12703,48829,48835,13777,2015,1077
829,1255,825,557,1199,4059,17066,33515
742,997,923,3331,16940,41754,41503,17533
683,590,536,584,464,4843,15864,31361
541,1577,11193,41143,41860,11897,1243,212
899,1265,571,449,1398,10222,40163,41597
40801,41508,15051,2305,1337,1433,708,1230
1304,9584,36973,38505,25691,40336,39207,16591
661,1855,10519,41609,41764,11562,1059,1361
654,853,1068,3191,16118,39861,39037,16478
38191,38312,14412,2636,1334,4937,20348,39927
1048,1186,745,3208,17745,43553,43126,18845
736,2478,12639,48155,49044,14265,1016,1143
751,2185,12192,48900,65535,65535,65535,27089
1225,6369,22928,22560,6393,2180,779,750
10683,40472,38945,10719,1362,1714,586,1295
916,702,341,770,1162,1019,526,595
834,1593,583,5116,27238,65535,65303,27664
42951,43266,15878,2766,620,928,592,958
949,1503,612,212,1614,1926,707,1172
786,1511,3907,12989,25131,26076,12743,4468
656,1074,316,430,658,7793,28472,28219
1106,1841,599,569,1189,10454,39070,40335
1220,1643,947,4745,25932,63921,63008,26301
549,796,943,2993,18249,44434,43454,18886
848,702,347,779,1639,9553,38239,38302
1185,11115,38600,38298,10306,1529,293,506
46225,46382,17600,6515,23706,56704,55118,23445
774,1022,485,3385,18963,45150,45348,18835
950,1406,350,278,1653,10824,43731,44326
624,1501,806,444,367,1272,973,985
781,1514,703,458,815,1698,935,731
986,2248,16409,62122,62307,17030,1874,1200
1006,1714,4275,14342,27983,27914,14468,4522
15694,56637,55944,14955,1828,1395,684,719
42669,43024,15907,2716,826,1317,777,744
355,1926,15332,56981,57072,15769,1591,861
592,1215,810,507,1317,4312,17093,33601
924,1107,692,2903,17018,41047,40507,17293
15731,56393,56291,15086,2169,1364,806,1000
498,1381,683,411,1480,9259,39368,39454
972,1528,633,624,1751,12549,57870,65535
1212,1431,11678,45376,46075,21333,38965,38416
13154,46731,45485,12460,2394,8913,33404,34224
741,1853,958,4696,28158,65535,65535,27646
571,1182,952,317,1553,10147,42466,42714
1062,1573,551,334,1007,1506,840,1574
775,1291,631,447,519,1090,506,1198
908,1300,942,583,1488,10788,44652,44914
821,2068,11255,43698,43805,12099,1555,1290
748,1644,10186,37628,37477,11089,1285,1366
645,1342,515,582,1248,11348,42670,42877
10717,37096,36524,10484,1629,2218,285,1675
1042,1137,577,632,1534,5380,21613,43655
730,2070,884,626,724,1246,584,862
1113,6847,24115,23574,6379,1897,866,513
718,574,512,4318,24369,59529,58505,24729
1196,7705,26858,30330,30539,58400,57440,23111
786,2134,5857,20622,40167,40450,21025,6333
500,1531,11865,45639,45537,12351,1517,888
964,1232,531,678,493,791,609,951
1119,1828,3939,13233,25771,26531,13667,4451
1555,10696,37069,37396,10043,2032,801,1136
43637,43625,15656,2650,1784,1866,695,907
520,2317,14700,56526,56972,15667,1905,1472
1272,7697,25343,25833,7277,2089,738,709
42989,42665,15619,2570,585,1650,583,889
13364,46795,45845,12618,2073,1699,568,1119
363,2537,13941,54610,54572,15361,1850,1342
940,1127,582,3596,19755,48416,46933,20073
550,844,839,480,1283,8024,30631,30196
9420,33082,32822,9367,1325,1542,812,1125
1315,1457,671,4434,24257,58127,59003,24709
954,1157,731,3925,19845,48410,49173,20313
1582,10022,33440,33463,9218,1712,800,1661
9154,33426,33234,9041,1468,1247,279,1362
918,1612,13974,53482,53807,14533,1538,716
860,1456,1004,3335,17699,43141,41673,17501
526,1619,816,222,1375,5009,17300,33250
11736,41234,39878,11225,1456,717,477,1399
1016,1600,764,3734,22375,52921,52129,21547
36732,36777,13322,2068,488,1703,632,693
901,1196,492,327,482,9578,37993,38440
13139,46048,45743,12803,2430,1256,1181,674
663,1629,585,799,827,1273,651,1152
641,1009,861,242,1111,995,1116,1106
1232,1571,12624,48287,48069,13411,1823,662
646,1667,879,672,1463,1098,757,741
560,2045,4876,17909,35494,35813,17999,5704
562,1293,559,437,1408,7488,31649,31661
621,2206,5559,20003,40226,40064,20741,6220
684,2003,16714,62668,63149,17638,1912,318
13865,50393,49352,13833,2023,1731,646,882
856,1188,211,658,1187,3668,17544,35204
1086,882,362,550,839,4470,19987,39805
768,781,492,437,1224,6866,28939,28460
61831,61509,22810,3669,1071,1463,826,1424
730,1908,4075,12840,24893,25682,12889,4391
932,1146,438,3778,22549,55264,54597,22402
529,1034,573,728,1207,5479,20614,40675
1035,2152,5616,19671,39413,39915,19413,6423
1210,8575,29036,29152,8196,1412,782,656
824,1522,5025,15967,31969,32505,16263,5213
453,759,545,306,1327,5866,23026,45573
733,682,1319,3902,23560,57396,56250,23664
40013,39910,14837,2494,1134,1624,1070,1243
748,636,888,449,845,1462,1062,825
1123,8395,29705,29087,8382,2286,936,1160
12748,44272,43172,12041,1901,1417,723,659
1321,10594,35035,34857,9512,1447,671,1304
662,1980,15120,60186,65535,65535,65535,29486
11479,41001,40450,11193,1502,1097,1024,1178
705,1022,446,545,1250,4015,16151,31546
13511,48619,47811,13397,1955,1315,769,641
1005,1518,662,334,801,1619,833,1114
9805,33954,32800,9132,1429,1253,667,1152
1013,1160,727,369,1395,4671,18825,36720
827,1493,4464,14834,29366,29724,15286,4407
1045,1683,4361,15746,30966,30814,15439,5642
40594,41639,15674,2629,1129,2043,834,572
884,1907,722,4273,23476,56241,54875,23289
672,1016,969,267,1443,9194,32669,33669
16972,58295,58028,16206,1986,942,667,899
1201,1933,4713,16657,32569,32145,16680,5296
11370,40217,39910,11262,1284,1135,871,490
842,479,668,592,1152,12997,58245,65535
786,1365,336,818,887,1456,911,810
1186,1170,914,3630,18982,46066,45315,19001
494,1248,781,513,729,1307,704,1139
61340,62227,22831,3159,1321,1644,743,1491
1021,1904,4397,14921,28657,30191,14798,4984
1103,1045,885,4141,22811,54335,53259,22452
1015,1563,5073,18712,36307,36689,18442,5882
685,1631,1035,3832,19991,48858,47028,19580
424,1932,1037,319,1321,4020,16257,31278
763,1559,9937,37678,37446,10791,1019,826
1160,704,370,169,636,864,702,840
14305,49493,49622,13464,1945,668,834,1242
882,1460,4345,14081,27615,27291,14071,4593
751,1750,671,491,1184,1428,376,1170
983,2035,15886,62398,63129,17147,1587,1528
663,371,583,667,956,1354,380,637
1385,2408,14715,55794,65535,36248,13503,4152
1205,987,11375,42647,43066,18033,30202,30384
819,1006,702,193,450,3910,14642,28398
2043,10460,38283,37807,10480,2165,1270,951
578,1026,307,276,1275,4528,15843,31078
999,847,636,514,1341,8134,34192,34704
838,1932,11273,41833,42090,11387,1734,1453
1362,10415,37833,37671,10161,1993,538,994
702,985,444,3271,18127,43557,42825,17734
1638,10014,39687,52507,43596,36513,17847,5013
63093,63406,23263,3573,847,768,238,580
819,964,920,216,1517,4880,20106,40200
739,2051,5090,17499,34393,35523,17309,5374
898,1034,900,3462,19935,47661,46307,19515
809,1809,12557,48139,47522,13613,1696,1113
596,1220,865,335,840,2200,818,594
680,2109,10251,38236,38800,10713,935,1238
1050,1881,5624,19555,38429,39798,20105,6328
556,1050,677,245,1309,4486,18788,36603
920,1402,1162,5038,28974,65535,65535,29088
567,2164,13650,52775,52840,14698,2051,729
35220,35578,13338,2223,1474,1593,679,1538
904,407,432,480,950,6047,21398,42062
931,1880,11383,44468,44767,12962,1211,809
745,1370,544,356,1330,8979,37528,37725
1361,1522,845,4589,24517,59459,58858,24538
1357,7590,25815,26049,7701,1102,174,1002
1178,1452,583,574,1327,7893,28283,28125
48836,49324,18086,2891,938,1687,739,888
923,1110,534,4868,28357,65535,65535,28625
817,410,558,3117,17484,41539,40408,16970
390,1123,632,539,797,183,785,867
38228,38754,14085,2429,597,1321,561,1005
504,1414,776,379,812,9136,37584,38877
715,1420,371,4536,25626,61310,61247,25530
868,1377,809,274,1478,7003,25130,25283
354,763,682,626,884,1964,247,1272
58459,57991,21489,7227,23897,57322,56683,23983
573,991,519,3965,21766,52595,52825,21197
11148,38886,39246,10718,1640,1230,650,1089
630,1130,577,376,770,1608,497,910
680,683,636,456,728,1596,936,1064
884,807,4496,15705,31288,31991,15979,5353
660,1731,5377,21863,53326,65535,58420,22121
385,1508,599,374,1039,9732,37506,38409
886,1367,484,444,748,1133,513,1486
1097,1425,598,231,732,9846,40669,41005
14778,54292,53341,14791,1988,1631,577,1308
15345,55813,55125,15230,1948,1442,636,665
1374,9467,33284,32717,8510,2062,669,529
919,757,663,366,1733,9151,37202,37391
551,1601,538,401,1352,6452,22843,45724
287,1777,11057,42289,42724,12524,1461,1081
1499,10582,38314,37952,10164,1480,650,374
984,1288,5720,18873,37755,36983,19232,5901
16240,58046,57031,15624,1799,820,655,804
34729,34731,13069,2431,1079,1284,857,270
489,2763,15583,60651,61137,16636,1871,1386
890,2201,4810,17836,35160,35072,17766,5650
356,1863,405,707,1090,4026,14864,28579
897,1006,495,635,1086,1933,707,1202
606,1307,381,471,725,1218,779,1610
787,1043,953,461,780,5919,22570,45326
626,573,854,346,1176,1436,823,518
864,1684,376,3766,21647,53895,52124,22168
795,2136,14884,56972,57259,15850,1298,1106
950,1130,704,3520,18226,49480,65535,43189
613,2206,14074,52209,52428,13360,1647,767
45011,44887,16892,2831,858,1601,726,1245
11331,40240,39682,10758,1528,1876,562,1073
1078,1642,968,348,1535,11509,45630,45515
714,1854,11751,44613,45119,12833,1130,1015
779,1699,826,309,1083,1534,696,905
1038,971,336,738,889,5691,22509,44004
669,831,225,536,1296,5218,20393,39743
1171,1270,362,603,711,1721,716,883
804,1962,4467,15068,29074,29231,15014,4380
503,1911,13556,52207,53011,14742,1355,989
799,848,542,620,1053,908,496,1028
9701,33699,33202,9315,1459,1118,917,1290
1109,1036,874,181,579,4110,18129,35509
881,1778,3631,12578,25036,26250,13307,4337
714,1304,506,503,1484,4491,19848,38597
941,1453,987,4546,26129,65535,65535,55939
13613,46725,46111,12747,1598,1347,255,1578
737,1571,768,488,1204,8855,36358,36446
664,1712,3945,14607,28928,29383,14739,4799
10003,36265,36028,10000,2422,7122,32446,32618
610,1057,732,757,786,5250,20981,41182
1522,8492,30916,42215,37866,32269,16517,5368
50800,50348,19121,2762,1028,1896,584,1257
37550,37770,14108,2271,712,1395,1072,861
1116,9057,34714,34574,9532,1931,503,1374
778,1543,436,506,1068,2166,226,750
768,1236,459,577,1035,1549,445,614
38564,46827,45119,32846,9050,1418,193,890
629,1376,650,630,1447,8521,34717,35547
1102,1425,3565,12405,23996,25225,12632,4331
939,987,736,355,889,3843,15846,31320
1636,12042,41472,41045,11030,4585,13861,26086
901,2070,4795,17043,33044,33692,17342,4939
1050,10425,36648,36932,10467,1162,958,887
13754,49819,49451,13682,1713,1898,745,1043
802,1103,722,3212,18031,43445,42615,18434
10812,39601,39420,11139,1786,1890,738,748
841,1766,693,394,1069,7365,29001,29469
934,1545,739,182,991,1382,571,1240
38745,39091,14687,2299,234,1731,775,1709
946,1080,316,3794,19977,49184,49010,20988
14278,49613,49912,13433,1540,942,670,816
1060,1275,962,3798,21148,50060,50354,21459
42619,43806,16759,6118,24053,60108,58837,24612
579,1051,410,519,1518,3146,14489,27576
859,915,1009,3835,24445,58528,57609,23819
892,745,1104,3148,17743,43316,58695,53217
11587,42052,41252,11524,1798,1421,594,1016
481,1879,4743,15974,31586,31786,16413,4684
61190,61747,23041,3699,968,1626,1065,860
1007,7266,23353,23196,6515,1837,630,467
9297,34523,33738,9584,1537,1837,701,1177
1016,2188,4585,15629,30417,38825,53530,41713
909,968,738,610,1173,8004,32484,32870
715,1783,4685,15885,30561,39431,58099,47498
47815,48576,17836,2341,922,1093,829,808
903,944,427,293,997,8574,32868,33627
672,1966,773,558,661,4411,14301,28628
48897,48921,18740,2605,855,1992,891,997
836,1796,4158,15648,29957,30905,15573,5115
1514,8180,28906,28607,7501,1782,768,942
750,993,841,626,1049,1325,811,1272
842,997,742,592,918,8228,34046,33697
993,1061,824,387,931,4798,17324,33855
650,2122,12402,46771,46780,12411,1670,783
784,1525,366,616,694,9048,35351,35400
1015,1286,594,626,1353,8222,33304,33601
658,2129,14060,54662,65535,56532,43588,17589
52205,52781,19202,2824,714,1291,829,855
510,973,387,755,539,4674,18406,36162
648,1520,776,773,997,1387,740,1485
1197,971,825,229,1389,5372,21380,42603
421,805,484,858,1350,1464,652,1123
1104,1516,12466,47113,47747,13710,1548,1447
797,2576,15999,61063,61885,16368,1435,1024
61455,61933,23260,3411,1486,889,789,542
12800,44798,44768,12483,1627,1394,835,444
13400,47635,47052,13038,1515,866,682,882
941,2817,14131,54323,53903,15337,1576,753
1870,10487,35730,35445,9714,1812,694,1250
950,1461,4619,15310,29172,30265,15408,4640
37821,38541,14421,2644,740,1789,652,1081
911,1292,3853,13692,27357,27296,13996,4228
1292,11444,41365,41539,11573,1648,1001,1259
15448,54814,54168,14679,1990,1526,632,864
481,1685,284,640,904,1187,763,1060
675,1559,4378,14906,29712,29847,16080,4566
845,1547,548,585,1576,6386,25698,25829
647,954,794,4735,25686,62942,61753,26329
965,7427,25816,25904,7472,1681,758,551
1484,10800,38242,37690,10738,1695,1006,607
1031,1312,1133,3472,20680,52437,63389,49351
1006,1360,424,272,1103,7693,28224,28660
660,7612,23791,23438,6531,1796,260,1213
866,1860,12095,45847,45220,12726,1690,844
1019,1019,1225,3290,19794,47553,47241,20174
572,2219,14090,51486,65535,38666,15427,4714
1163,1773,5318,18678,36226,35803,18347,5722
1387,9956,42982,65535,46389,10668,1327,1244
836,904,569,73,948,7054,28076,28219
908,1731,10313,38684,38739,10888,819,1002
663,976,400,566,1910,4789,19192,37050
1269,8379,27495,27814,7588,1958,795,557
15101,54497,65535,65535,62684,17142,1387,1480
58485,58775,22007,3631,838,2420,645,1003
46001,45911,20639,18661,32243,32063,16519,5672
679,1194,3792,11951,23120,23746,11865,4406
40190,41098,15610,2765,986,7433,28963,28776
907,1349,559,503,1102,1348,468,806
1000,1408,3296,12090,23675,24187,12243,4027
1233,9946,35921,36455,9946,2325,764,1155
1058,1440,932,293,760,5587,22840,45926
1053,979,479,370,778,1308,1057,1423
870,1457,11260,45575,65535,65535,65535,27230
717,2065,14413,54601,55364,14717,1621,1081
1044,762,582,698,1438,4151,18009,34631
47257,48981,18041,2772,1704,1209,762,1240
1116,10176,34681,34699,9302,1773,653,801
415,1150,561,563,1254,10009,38314,39066
1280,7631,25863,25492,6603,1838,606,1278
656,1191,3414,12026,23692,24807,11996,4048
826,1456,669,286,750,769,488,534
805,2409,10034,37681,38005,10217,1098,493
876,1742,4901,18279,35519,36481,18048,6063
913,1882,5639,19639,38619,38562,19488,5822
638,1906,13686,53425,53266,14857,1309,1556
16084,59096,57449,15593,2067,2077,983,773
1030,1279,491,3696,20819,49855,49438,20629
16509,57265,57226,15580,1656,1990,799,1239
780,1533,883,3774,20185,50669,62089,50623
710,1551,604,633,1180,7591,29668,29725
865,874,767,459,921,3873,15930,31269
1043,1454,3939,12789,25619,25682,13392,4775
1285,8539,27815,27776,7881,1657,365,1206
1502,11509,41027,40366,11094,1607,825,1180
52057,53237,23691,19859,33552,33920,17215,5141
9052,33179,32214,8898,1517,1138,459,887
1451,10909,39154,38868,10233,2504,755,666
16272,58705,58045,16084,1589,1421,771,839
43953,44710,16632,2731,694,1649,886,803
619,1238,694,865,995,3711,15957,31988
1209,923,807,5262,28417,65535,65535,29415
831,1060,747,3954,21371,51725,50964,21325
11192,38806,38706,10606,1624,1554,1114,1250
457,409,695,658,1091,1602,820,690
1208,1354,725,626,1092,5567,21525,42319
1187,2346,16562,64111,63942,17327,1458,596
575,1558,12224,45419,45608,12709,1709,1258
939,1072,1190,4784,26326,63827,63687,26460
957,8801,30634,30960,8502,4115,17230,33645
875,1461,616,3128,17572,47396,65535,42170
1367,9592,35257,35003,9504,1851,867,909
54880,54628,20129,3214,739,1219,547,808
813,1784,5027,17517,35236,34888,17817,5770
1159,953,655,572,1477,1124,852,1473
1550,7781,25749,25761,7114,1954,841,902
14156,52703,51783,14272,1635,1271,1185,720
13615,48439,47786,13029,1815,1736,900,1193
1342,10983,40978,40802,11244,1895,751,652
719,1418,867,521,581,1038,422,1336
